연월,지역,연료유형,용도,등록대수
2021.10,세종,전기,비사업용,1587
2021.10,부산,휘발유,비사업용,670801
2021.10,대구,휘발유,비사업용,577458
2021.10,계,전기,사업용,42887
2021.10,계,전기,비사업용,168790
2021.10,제주,전기,사업용,3860
2021.10,제주,전기,비사업용,20550
2021.10,경남,전기,사업용,1556
2021.10,경남,전기,비사업용,9643
2021.10,경북,전기,사업용,655
2021.10,경북,전기,비사업용,9718
2021.10,전남,전기,사업용,300
2021.10,전남,전기,비사업용,7526
2021.10,전북,전기,사업용,591
2021.10,전북,전기,비사업용,6142
2021.10,충남,전기,사업용,553
2021.10,충남,전기,비사업용,8927
2021.10,충북,전기,사업용,596
2021.10,충북,전기,비사업용,6766
2021.10,강원,전기,사업용,1230
2021.10,강원,전기,비사업용,5556
2021.10,경기,전기,사업용,5828
2021.10,부산,휘발유,사업용,31336
2021.10,세종,전기,사업용,93
2021.10,전북,경유,비사업용,410460
2021.10,대구,휘발유,사업용,4020
2021.10,충남,경유,사업용,24993
2021.10,충북,경유,사업용,20709
2021.10,경북,휘발유,비사업용,645790
2021.10,전남,휘발유,사업용,74427
2021.10,전남,휘발유,비사업용,377276
2021.10,전북,휘발유,사업용,3234
2021.10,전북,휘발유,비사업용,391212
2021.10,충남,휘발유,사업용,2320
2021.10,충남,휘발유,비사업용,514465
2021.10,충북,휘발유,사업용,3133
2021.10,충북,휘발유,비사업용,395108
2021.10,강원,휘발유,사업용,1599
2021.10,경북,휘발유,사업용,1571
2021.10,강원,휘발유,비사업용,357574
2021.10,경기,휘발유,비사업용,2995129
2021.10,세종,휘발유,사업용,210
2021.10,세종,휘발유,비사업용,91436
2021.10,울산,휘발유,사업용,946
2021.10,울산,휘발유,비사업용,292822
2021.10,대전,휘발유,사업용,2103
2021.10,대전,휘발유,비사업용,336319
2021.10,광주,휘발유,사업용,1468
2021.10,광주,휘발유,비사업용,307829
2021.10,인천,휘발유,사업용,137071
2021.10,경기,휘발유,사업용,13502
2021.10,경남,휘발유,비사업용,836646
2021.10,경남,휘발유,사업용,34598
2021.10,제주,휘발유,비사업용,171014
2021.10,충북,경유,비사업용,360633
2021.10,강원,경유,사업용,12941
2021.10,강원,경유,비사업용,358217
2021.10,경기,경유,사업용,148406
2021.10,경기,경유,비사업용,2296533
2021.10,세종,경유,사업용,2159
2021.10,세종,경유,비사업용,63261
2021.10,울산,경유,사업용,10316
2021.10,울산,경유,비사업용,210104
2021.10,대전,경유,사업용,14333
2021.10,대전,경유,비사업용,234723
2021.10,광주,경유,사업용,15476
2021.10,광주,경유,비사업용,251657
2021.10,인천,경유,사업용,103753
2021.10,인천,경유,비사업용,532923
2021.10,대구,경유,사업용,23914
2021.10,대구,경유,비사업용,428483
2021.10,부산,경유,사업용,60723
2021.10,부산,경유,비사업용,494654
2021.10,서울,경유,사업용,70923
2021.10,서울,경유,비사업용,1019622
2021.10,계,휘발유,사업용,449347
2021.10,계,휘발유,비사업용,11253890
2021.10,충남,경유,비사업용,491413
2021.10,경기,전기,비사업용,31256
2021.10,서울,휘발유,비사업용,1624552
2021.10,서울,휘발유,사업용,20730
2021.11,강원,경유,사업용,12955
2021.11,경북,휘발유,사업용,1566
2021.11,경남,휘발유,비사업용,838524
2021.11,경남,휘발유,사업용,34812
2021.11,제주,휘발유,비사업용,171691
2021.11,제주,휘발유,사업용,118435
2021.11,계,휘발유,비사업용,11278872
2021.11,계,휘발유,사업용,453413
2021.11,서울,경유,비사업용,1017251
2021.11,서울,경유,사업용,70752
2021.11,부산,경유,비사업용,493675
2021.11,부산,경유,사업용,61034
2021.11,대구,경유,비사업용,427657
2021.11,대구,경유,사업용,23870
2021.11,인천,경유,비사업용,531984
2021.11,인천,경유,사업용,102805
2021.11,광주,경유,비사업용,251469
2021.11,광주,경유,사업용,15517
2021.11,대전,경유,비사업용,234469
2021.11,대전,경유,사업용,14351
2021.11,울산,경유,비사업용,209989
2021.11,울산,경유,사업용,10345
2021.11,세종,경유,비사업용,63202
2021.11,세종,경유,사업용,2167
2021.11,전남,휘발유,사업용,75553
2021.11,전남,휘발유,비사업용,378399
2021.11,전북,휘발유,사업용,3214
2021.11,전북,휘발유,비사업용,392079
2021.11,서울,휘발유,비사업용,1625488
2021.11,서울,휘발유,사업용,20634
2021.11,부산,휘발유,비사업용,671955
2021.11,부산,휘발유,사업용,32391
2021.11,대구,휘발유,비사업용,577651
2021.11,대구,휘발유,사업용,4056
2021.11,인천,휘발유,비사업용,669849
2021.11,인천,휘발유,사업용,137417
2021.11,광주,휘발유,비사업용,308436
2021.11,광주,휘발유,사업용,1470
2021.11,대전,휘발유,비사업용,336871
2021.11,경기,경유,비사업용,2296208
2021.11,대전,휘발유,사업용,2132
2021.11,울산,휘발유,사업용,949
2021.11,세종,휘발유,비사업용,91928
2021.11,세종,휘발유,사업용,223
2021.11,경기,휘발유,비사업용,3004086
2021.11,경기,휘발유,사업용,13538
2021.11,강원,휘발유,비사업용,358769
2021.11,강원,휘발유,사업용,1579
2021.11,충북,휘발유,비사업용,396263
2021.11,충북,휘발유,사업용,3104
2021.11,충남,휘발유,비사업용,515943
2021.11,충남,휘발유,사업용,2340
2021.11,울산,휘발유,비사업용,293459
2021.11,경기,경유,사업용,148711
2021.11,경북,휘발유,비사업용,647481
2021.11,충북,경유,비사업용,359802
2021.11,울산,전기,비사업용,2345
2021.11,울산,전기,사업용,804
2021.11,세종,전기,비사업용,1622
2021.11,세종,전기,사업용,95
2021.11,경기,전기,비사업용,32318
2021.11,경기,전기,사업용,6245
2021.11,강원,전기,비사업용,5919
2021.11,강원,전기,사업용,1312
2021.11,충북,전기,비사업용,7084
2021.11,충북,전기,사업용,647
2021.11,충남,전기,비사업용,9258
2021.11,대전,전기,사업용,1376
2021.11,충남,전기,사업용,578
2021.11,전북,전기,사업용,650
2021.11,전남,전기,비사업용,7733
2021.11,전남,전기,사업용,309
2021.11,경북,전기,비사업용,10119
2021.11,경북,전기,사업용,751
2021.11,경남,전기,비사업용,10396
2021.11,경남,전기,사업용,1726
2021.11,제주,전기,비사업용,21226
2021.11,제주,전기,사업용,4155
2021.11,계,전기,비사업용,175895
2021.11,강원,경유,비사업용,357884
2021.11,전북,전기,비사업용,6497
2021.11,대전,전기,비사업용,6361
2021.11,계,전기,사업용,47073
2021.11,광주,전기,비사업용,4221
2021.11,광주,전기,사업용,757
2021.11,충남,경유,비사업용,491108
2021.11,충남,경유,사업용,25036
2021.11,전북,경유,비사업용,410272
2021.11,전북,경유,사업용,21437
2021.11,전남,경유,비사업용,469329
2021.11,전남,경유,사업용,77239
2021.11,경북,경유,비사업용,633158
2021.11,경북,경유,사업용,29913
2021.11,경남,경유,비사업용,682393
2021.11,경남,경유,사업용,58167
2021.11,제주,경유,비사업용,166782
2021.11,충북,경유,사업용,20693
2021.11,계,경유,비사업용,9096632
2021.11,계,경유,사업용,780870
2021.11,서울,전기,비사업용,21693
2021.11,서울,전기,사업용,17147
2021.11,부산,전기,비사업용,8700
2021.11,부산,전기,사업용,3066
2021.11,대구,전기,비사업용,12832
2021.11,대구,전기,사업용,3251
2021.11,인천,전기,비사업용,7571
2021.11,인천,전기,사업용,4204
2021.11,제주,경유,사업용,85878
2021.12,서울,전기,비사업용,22327
2021.12,서울,전기,사업용,18237
2021.12,부산,전기,비사업용,9106
2021.12,부산,전기,사업용,3269
2021.12,광주,전기,비사업용,4372
2021.12,대구,전기,사업용,3259
2021.12,인천,전기,비사업용,7811
2021.12,인천,전기,사업용,5009
2021.12,충남,경유,비사업용,490889
2021.12,대구,전기,비사업용,12926
2021.12,계,경유,사업용,780954
2021.12,경북,경유,사업용,29920
2021.12,제주,경유,사업용,85901
2021.12,제주,경유,비사업용,166933
2021.12,경남,경유,사업용,58066
2021.12,경남,경유,비사업용,681639
2021.12,경북,경유,비사업용,632851
2021.12,전남,경유,사업용,79465
2021.12,전남,경유,비사업용,468879
2021.12,전북,경유,사업용,21492
2021.12,전북,경유,비사업용,409822
2021.12,충남,경유,사업용,25159
2021.12,광주,전기,사업용,822
2021.12,계,경유,비사업용,9090997
2021.12,대전,전기,비사업용,6320
2021.12,충남,전기,비사업용,9392
2021.12,울산,전기,비사업용,2367
2021.12,충북,경유,사업용,20706
2021.12,계,전기,사업용,50751
2021.12,계,전기,비사업용,180692
2021.12,제주,전기,사업용,4167
2021.12,제주,전기,비사업용,21404
2021.12,경남,전기,사업용,1809
2021.12,경남,전기,비사업용,10797
2021.12,경북,전기,사업용,782
2021.12,경북,전기,비사업용,10458
2021.12,전남,전기,사업용,904
2021.12,전남,전기,비사업용,7804
2021.12,전북,전기,사업용,688
2021.12,전북,전기,비사업용,6677
2021.12,충남,전기,사업용,599
2021.12,충북,전기,사업용,736
2021.12,충북,전기,비사업용,7458
2021.12,강원,전기,사업용,1477
2021.12,강원,전기,비사업용,6469
2021.12,경기,전기,사업용,6714
2021.12,경기,전기,비사업용,33244
2021.12,세종,전기,사업용,99
2021.12,세종,전기,비사업용,1760
2021.12,울산,전기,사업용,799
2021.12,대전,전기,사업용,1381
2021.12,충북,경유,비사업용,359451
2021.12,강원,경유,비사업용,357676
2021.12,경기,경유,사업용,148790
2021.12,충남,휘발유,사업용,2663
2021.12,충남,휘발유,비사업용,516964
2021.12,충북,휘발유,사업용,3084
2021.12,충북,휘발유,비사업용,397094
2021.12,강원,휘발유,사업용,1575
2021.12,강원,휘발유,비사업용,359626
2021.12,경기,휘발유,사업용,13555
2021.12,경기,휘발유,비사업용,3013276
2021.12,세종,휘발유,사업용,239
2021.12,세종,휘발유,비사업용,92591
2021.12,울산,휘발유,사업용,958
2021.12,전북,휘발유,비사업용,392262
2021.12,울산,휘발유,비사업용,294009
2021.12,대전,휘발유,비사업용,337184
2021.12,광주,휘발유,사업용,1519
2021.12,광주,휘발유,비사업용,308830
2021.12,인천,휘발유,사업용,136429
2021.12,인천,휘발유,비사업용,671976
2021.12,대구,휘발유,사업용,4161
2021.12,대구,휘발유,비사업용,578011
2021.12,부산,휘발유,사업용,33564
2021.12,강원,경유,사업용,12965
2021.12,서울,휘발유,비사업용,1625059
2021.12,부산,휘발유,비사업용,673082
2021.12,대전,휘발유,사업용,2152
2021.12,전북,휘발유,사업용,3285
2021.12,서울,휘발유,사업용,21082
2021.12,전남,휘발유,사업용,78106
2021.12,전남,휘발유,비사업용,379352
2021.12,경기,경유,비사업용,2296992
2021.12,세종,경유,비사업용,63428
2021.12,울산,경유,사업용,10365
2021.12,울산,경유,비사업용,209665
2021.12,대전,경유,사업용,14388
2021.12,대전,경유,비사업용,234419
2021.12,광주,경유,사업용,15457
2021.12,광주,경유,비사업용,251445
2021.12,인천,경유,사업용,100334
2021.12,인천,경유,비사업용,532828
2021.12,대구,경유,사업용,23877
2021.12,세종,경유,사업용,2172
2021.12,부산,경유,사업용,61362
2021.12,대구,경유,비사업용,426985
2021.12,경남,휘발유,비사업용,840430
2021.12,경남,휘발유,사업용,35030
2021.12,제주,휘발유,비사업용,172635
2021.12,제주,휘발유,사업용,119712
2021.12,경북,휘발유,사업용,1639
2021.12,계,휘발유,사업용,458753
2021.12,서울,경유,비사업용,1014206
2021.12,서울,경유,사업용,70535
2021.12,부산,경유,비사업용,492889
2021.12,계,휘발유,비사업용,11300812
2021.12,경북,휘발유,비사업용,648431
2022.01,경북,휘발유,사업용,1644
2022.01,부산,경유,비사업용,492900
2022.01,경남,휘발유,비사업용,842503
2022.01,경남,휘발유,사업용,35751
2022.01,제주,휘발유,비사업용,173328
2022.01,제주,휘발유,사업용,121574
2022.01,계,휘발유,비사업용,11329683
2022.01,계,휘발유,사업용,464284
2022.01,서울,경유,비사업용,1012914
2022.01,서울,경유,사업용,70224
2022.01,광주,경유,비사업용,251713
2022.01,대구,경유,비사업용,427264
2022.01,대구,경유,사업용,23929
2022.01,인천,경유,비사업용,532998
2022.01,인천,경유,사업용,99903
2022.01,광주,경유,사업용,15491
2022.01,대전,경유,비사업용,234591
2022.01,대전,경유,사업용,14442
2022.01,울산,경유,비사업용,209588
2022.01,울산,경유,사업용,10382
2022.01,세종,경유,비사업용,63812
2022.01,세종,경유,사업용,2176
2022.01,부산,경유,사업용,61871
2022.01,경북,휘발유,비사업용,650087
2022.01,세종,휘발유,비사업용,93434
2022.01,전북,휘발유,사업용,3274
2022.01,경기,경유,비사업용,2300678
2022.01,부산,휘발유,비사업용,674212
2022.01,부산,휘발유,사업용,34698
2022.01,대구,휘발유,비사업용,578830
2022.01,대구,휘발유,사업용,4363
2022.01,인천,휘발유,비사업용,674385
2022.01,인천,휘발유,사업용,136730
2022.01,광주,휘발유,비사업용,309562
2022.01,광주,휘발유,사업용,1585
2022.01,대전,휘발유,비사업용,337716
2022.01,대전,휘발유,사업용,2215
2022.01,울산,휘발유,비사업용,294749
2022.01,울산,휘발유,사업용,986
2022.01,세종,휘발유,사업용,242
2022.01,경기,휘발유,비사업용,3022136
2022.01,경기,휘발유,사업용,14361
2022.01,강원,휘발유,비사업용,361039
2022.01,강원,휘발유,사업용,1668
2022.01,충북,휘발유,비사업용,398234
2022.01,충북,휘발유,사업용,3107
2022.01,충남,휘발유,비사업용,518827
2022.01,충남,휘발유,사업용,2668
2022.01,전북,휘발유,비사업용,393073
2022.01,전남,휘발유,비사업용,380830
2022.01,경기,경유,사업용,148959
2022.01,인천,전기,사업용,5067
2022.01,강원,경유,사업용,12960
2022.01,울산,전기,사업용,806
2022.01,세종,전기,비사업용,1776
2022.01,세종,전기,사업용,103
2022.01,경기,전기,비사업용,33416
2022.01,경기,전기,사업용,6823
2022.01,강원,전기,비사업용,6583
2022.01,강원,전기,사업용,1459
2022.01,충북,전기,비사업용,7432
2022.01,충북,전기,사업용,752
2022.01,충남,전기,비사업용,9410
2022.01,충남,전기,사업용,605
2022.01,전북,전기,비사업용,6699
2022.01,전북,전기,사업용,690
2022.01,전남,전기,비사업용,7808
2022.01,전남,전기,사업용,1029
2022.01,경북,전기,비사업용,10474
2022.01,경북,전기,사업용,795
2022.01,경남,전기,비사업용,10851
2022.01,경남,전기,사업용,1874
2022.01,제주,전기,비사업용,21411
2022.01,제주,전기,사업용,4169
2022.01,계,전기,비사업용,181333
2022.01,계,전기,사업용,51637
2022.01,울산,전기,비사업용,2374
2022.01,대전,전기,사업용,1373
2022.01,대전,전기,비사업용,6302
2022.01,광주,전기,사업용,828
2022.01,충북,경유,비사업용,359902
2022.01,충북,경유,사업용,20687
2022.01,충남,경유,비사업용,491507
2022.01,충남,경유,사업용,25172
2022.01,전북,경유,비사업용,410405
2022.01,전북,경유,사업용,21424
2022.01,전남,경유,비사업용,469517
2022.01,전남,경유,사업용,78944
2022.01,경북,경유,비사업용,633830
2022.01,경북,경유,사업용,29978
2022.01,경남,경유,비사업용,682128
2022.01,강원,경유,비사업용,358238
2022.01,경남,경유,사업용,58312
2022.01,제주,경유,사업용,85934
2022.01,계,경유,비사업용,9099265
2022.01,계,경유,사업용,780788
2022.01,서울,전기,비사업용,22391
2022.01,서울,전기,사업용,18749
2022.01,부산,전기,비사업용,9225
2022.01,부산,전기,사업용,3276
2022.01,대구,전기,비사업용,12930
2022.01,대구,전기,사업용,3239
2022.01,인천,전기,비사업용,7875
2022.01,광주,전기,비사업용,4376
2022.01,제주,경유,비사업용,167280
2022.01,서울,휘발유,사업용,20845
2022.01,전남,휘발유,사업용,78573
2022.01,서울,휘발유,비사업용,1626738
2022.02,강원,경유,사업용,12961
2022.02,경북,휘발유,사업용,1671
2022.02,경남,휘발유,비사업용,843589
2022.02,경남,휘발유,사업용,36328
2022.02,제주,휘발유,비사업용,173893
2022.02,제주,휘발유,사업용,122817
2022.02,계,휘발유,비사업용,11344671
2022.02,계,휘발유,사업용,468422
2022.02,서울,경유,비사업용,1011300
2022.02,서울,경유,사업용,70477
2022.02,부산,경유,비사업용,492757
2022.02,부산,경유,사업용,62130
2022.02,대구,경유,비사업용,427015
2022.02,대구,경유,사업용,23942
2022.02,인천,경유,비사업용,532775
2022.02,인천,경유,사업용,99565
2022.02,광주,경유,비사업용,251661
2022.02,광주,경유,사업용,15529
2022.02,대전,경유,비사업용,234671
2022.02,대전,경유,사업용,14433
2022.02,울산,경유,비사업용,209273
2022.02,울산,경유,사업용,10374
2022.02,세종,경유,비사업용,64015
2022.02,경북,휘발유,비사업용,650913
2022.02,전남,휘발유,사업용,79570
2022.02,전남,휘발유,비사업용,381887
2022.02,전북,휘발유,사업용,3197
2022.02,부산,휘발유,비사업용,674692
2022.02,부산,휘발유,사업용,35653
2022.02,대구,휘발유,비사업용,578682
2022.02,대구,휘발유,사업용,4430
2022.02,인천,휘발유,비사업용,676473
2022.02,인천,휘발유,사업용,136420
2022.02,광주,휘발유,비사업용,309421
2022.02,광주,휘발유,사업용,1586
2022.02,대전,휘발유,비사업용,337804
2022.02,대전,휘발유,사업용,2347
2022.02,울산,휘발유,비사업용,295105
2022.02,울산,휘발유,사업용,1029
2022.02,세종,휘발유,비사업용,94009
2022.02,세종,휘발유,사업용,245
2022.02,경기,휘발유,비사업용,3026801
2022.02,경기,휘발유,사업용,14361
2022.02,강원,휘발유,비사업용,361923
2022.02,강원,휘발유,사업용,1683
2022.02,충북,휘발유,비사업용,398912
2022.02,충북,휘발유,사업용,3203
2022.02,충남,휘발유,비사업용,519853
2022.02,충남,휘발유,사업용,2736
2022.02,전북,휘발유,비사업용,393541
2022.02,세종,경유,사업용,2186
2022.02,서울,휘발유,사업용,21146
2022.02,경기,경유,비사업용,2301544
2022.02,강원,경유,비사업용,358650
2022.02,대전,전기,비사업용,6459
2022.02,대전,전기,사업용,1443
2022.02,울산,전기,비사업용,2534
2022.02,울산,전기,사업용,871
2022.02,세종,전기,비사업용,1798
2022.02,세종,전기,사업용,104
2022.02,경기,전기,비사업용,34044
2022.02,경기,전기,사업용,7222
2022.02,강원,전기,비사업용,6697
2022.02,강원,전기,사업용,1482
2022.02,충북,전기,비사업용,7821
2022.02,충북,전기,사업용,843
2022.02,충남,전기,비사업용,9874
2022.02,충남,전기,사업용,651
2022.02,전북,전기,비사업용,6745
2022.02,전북,전기,사업용,711
2022.02,전남,전기,비사업용,8138
2022.02,전남,전기,사업용,1065
2022.02,경북,전기,비사업용,10717
2022.02,경북,전기,사업용,823
2022.02,경남,전기,비사업용,11547
2022.02,경남,전기,사업용,1989
2022.02,제주,전기,비사업용,21934
2022.02,광주,전기,사업용,942
2022.02,경기,경유,사업용,149107
2022.02,광주,전기,비사업용,4710
2022.02,인천,전기,비사업용,8069
2022.02,계,전기,사업용,54236
2022.02,충북,경유,비사업용,360310
2022.02,충북,경유,사업용,20726
2022.02,충남,경유,비사업용,491930
2022.02,충남,경유,사업용,25166
2022.02,전북,경유,비사업용,410720
2022.02,전북,경유,사업용,21366
2022.02,전남,경유,비사업용,470083
2022.02,전남,경유,사업용,78558
2022.02,경북,경유,비사업용,634491
2022.02,경북,경유,사업용,29990
2022.02,경남,경유,비사업용,682088
2022.02,경남,경유,사업용,58077
2022.02,제주,경유,비사업용,167732
2022.02,제주,경유,사업용,85652
2022.02,계,경유,비사업용,9101015
2022.02,계,경유,사업용,780239
2022.02,서울,전기,비사업용,22429
2022.02,서울,전기,사업용,19264
2022.02,부산,전기,비사업용,9847
2022.02,부산,전기,사업용,3958
2022.02,대구,전기,비사업용,13583
2022.02,대구,전기,사업용,3508
2022.02,인천,전기,사업용,5110
2022.02,제주,전기,사업용,4250
2022.02,서울,휘발유,비사업용,1627173
2022.02,계,전기,비사업용,186946
2022.03,경북,휘발유,사업용,1683
2022.03,경남,휘발유,비사업용,845491
2022.03,경남,휘발유,사업용,37961
2022.03,제주,휘발유,비사업용,174709
2022.03,제주,휘발유,사업용,124536
2022.03,계,휘발유,비사업용,11366594
2022.03,계,휘발유,사업용,474253
2022.03,서울,경유,비사업용,1009092
2022.03,서울,경유,사업용,70464
2022.03,부산,경유,비사업용,489822
2022.03,부산,경유,사업용,62290
2022.03,대구,경유,비사업용,426287
2022.03,대구,경유,사업용,23988
2022.03,인천,경유,비사업용,531988
2022.03,인천,경유,사업용,98662
2022.03,광주,경유,비사업용,251865
2022.03,광주,경유,사업용,15580
2022.03,대전,경유,비사업용,234047
2022.03,대전,경유,사업용,14495
2022.03,울산,경유,비사업용,208320
2022.03,울산,경유,사업용,10409
2022.03,세종,경유,비사업용,64031
2022.03,세종,경유,사업용,2195
2022.03,경북,휘발유,비사업용,651853
2022.03,경기,경유,비사업용,2300602
2022.03,전남,휘발유,사업용,80313
2022.03,전북,휘발유,사업용,3206
2022.03,부산,휘발유,비사업용,675516
2022.03,서울,휘발유,사업용,21068
2022.03,서울,휘발유,비사업용,1627220
2022.03,대구,휘발유,사업용,4494
2022.03,인천,휘발유,비사업용,679228
2022.03,인천,휘발유,사업용,136723
2022.03,광주,휘발유,비사업용,309912
2022.03,광주,휘발유,사업용,1654
2022.03,대전,휘발유,비사업용,338272
2022.03,대전,휘발유,사업용,2514
2022.03,울산,휘발유,비사업용,295577
2022.03,울산,휘발유,사업용,1053
2022.03,세종,휘발유,비사업용,94332
2022.03,세종,휘발유,사업용,256
2022.03,경기,휘발유,비사업용,3034464
2022.03,경기,휘발유,사업용,14397
2022.03,강원,휘발유,비사업용,362822
2022.03,강원,휘발유,사업용,1741
2022.03,충북,휘발유,비사업용,399678
2022.03,충북,휘발유,사업용,3261
2022.03,충남,휘발유,비사업용,521325
2022.03,충남,휘발유,사업용,2613
2022.03,전북,휘발유,비사업용,394198
2022.03,전남,휘발유,비사업용,382734
2022.03,계,전기,비사업용,198267
2022.03,제주,전기,사업용,4375
2022.03,강원,경유,사업용,12980
2022.03,대전,전기,비사업용,6822
2022.03,대전,전기,사업용,1773
2022.03,울산,전기,비사업용,2812
2022.03,울산,전기,사업용,977
2022.03,세종,전기,비사업용,1949
2022.03,세종,전기,사업용,120
2022.03,경기,전기,비사업용,37135
2022.03,경기,전기,사업용,8756
2022.03,강원,전기,비사업용,7062
2022.03,강원,전기,사업용,1590
2022.03,충북,전기,비사업용,8440
2022.03,충북,전기,사업용,1243
2022.03,충남,전기,비사업용,10704
2022.03,충남,전기,사업용,828
2022.03,전북,전기,비사업용,7487
2022.03,전북,전기,사업용,917
2022.03,전남,전기,비사업용,8826
2022.03,전남,전기,사업용,1152
2022.03,경북,전기,비사업용,11317
2022.03,경북,전기,사업용,1001
2022.03,경남,전기,비사업용,12147
2022.03,경남,전기,사업용,2224
2022.03,제주,전기,비사업용,22327
2022.03,광주,전기,사업용,1127
2022.03,강원,경유,비사업용,358946
2022.03,광주,전기,비사업용,4888
2022.03,계,전기,사업용,59986
2022.03,충북,경유,비사업용,360349
2022.03,충북,경유,사업용,20755
2022.03,충남,경유,비사업용,492399
2022.03,충남,경유,사업용,25087
2022.03,전북,경유,비사업용,410595
2022.03,전북,경유,사업용,21347
2022.03,전남,경유,비사업용,470213
2022.03,전남,경유,사업용,77398
2022.03,경북,경유,비사업용,635151
2022.03,경북,경유,사업용,30026
2022.03,경남,경유,비사업용,680043
2022.03,경남,경유,사업용,58031
2022.03,제주,경유,비사업용,168102
2022.03,제주,경유,사업용,85143
2022.03,계,경유,비사업용,9091852
2022.03,계,경유,사업용,778132
2022.03,서울,전기,비사업용,23367
2022.03,서울,전기,사업용,19839
2022.03,부산,전기,비사업용,10507
2022.03,부산,전기,사업용,4823
2022.03,대구,전기,비사업용,13839
2022.03,대구,전기,사업용,3745
2022.03,인천,전기,비사업용,8638
2022.03,인천,전기,사업용,5496
2022.03,경기,경유,사업용,149282
2022.03,대구,휘발유,비사업용,579263
2022.03,부산,휘발유,사업용,36780
2022.04,경남,휘발유,사업용,38890
2022.04,제주,휘발유,비사업용,175703
2022.04,제주,휘발유,사업용,126731
2022.04,계,휘발유,비사업용,11391935
2022.04,계,휘발유,사업용,480948
2022.04,서울,경유,비사업용,1006592
2022.04,서울,경유,사업용,70591
2022.04,부산,경유,비사업용,488289
2022.04,부산,경유,사업용,62122
2022.04,대구,경유,비사업용,425229
2022.04,대구,경유,사업용,23977
2022.04,경남,휘발유,비사업용,847471
2022.04,인천,경유,비사업용,531343
2022.04,광주,경유,비사업용,250602
2022.04,광주,경유,사업용,15635
2022.04,대전,경유,비사업용,233204
2022.04,대전,경유,사업용,14520
2022.04,울산,경유,비사업용,207125
2022.04,울산,경유,사업용,10428
2022.04,세종,경유,비사업용,63922
2022.04,세종,경유,사업용,2204
2022.04,경기,경유,비사업용,2300822
2022.04,경기,경유,사업용,149392
2022.04,강원,경유,비사업용,358295
2022.04,인천,경유,사업용,95686
2022.04,강원,경유,사업용,12982
2022.04,서울,휘발유,사업용,21061
2022.04,전남,휘발유,사업용,82134
2022.04,부산,휘발유,사업용,37768
2022.04,대구,휘발유,비사업용,580215
2022.04,대구,휘발유,사업용,4565
2022.04,인천,휘발유,비사업용,681625
2022.04,인천,휘발유,사업용,137249
2022.04,광주,휘발유,비사업용,310428
2022.04,광주,휘발유,사업용,1653
2022.04,대전,휘발유,비사업용,338909
2022.04,대전,휘발유,사업용,2503
2022.04,울산,휘발유,비사업용,296182
2022.04,울산,휘발유,사업용,1049
2022.04,경북,휘발유,비사업용,653085
2022.04,세종,휘발유,비사업용,94671
2022.04,경기,휘발유,비사업용,3042230
2022.04,경기,휘발유,사업용,14568
2022.04,강원,휘발유,비사업용,363986
2022.04,강원,휘발유,사업용,1738
2022.04,충북,휘발유,비사업용,400642
2022.04,충북,휘발유,사업용,3316
2022.04,충남,휘발유,비사업용,522971
2022.04,충남,휘발유,사업용,2617
2022.04,전북,휘발유,비사업용,395025
2022.04,전북,휘발유,사업용,3157
2022.04,전남,휘발유,비사업용,383882
2022.04,세종,휘발유,사업용,258
2022.04,경북,휘발유,사업용,1691
2022.04,충북,경유,비사업용,359656
2022.04,충남,경유,비사업용,490932
2022.04,세종,전기,비사업용,2020
2022.04,세종,전기,사업용,160
2022.04,경기,전기,비사업용,39812
2022.04,경기,전기,사업용,10299
2022.04,강원,전기,비사업용,7362
2022.04,강원,전기,사업용,1755
2022.04,충북,전기,비사업용,8912
2022.04,충북,전기,사업용,1509
2022.04,충남,전기,비사업용,11199
2022.04,충남,전기,사업용,943
2022.04,전북,전기,비사업용,7860
2022.04,전북,전기,사업용,1071
2022.04,전남,전기,비사업용,9399
2022.04,전남,전기,사업용,1259
2022.04,경북,전기,비사업용,11917
2022.04,경북,전기,사업용,1101
2022.04,경남,전기,비사업용,12631
2022.04,경남,전기,사업용,2326
2022.04,제주,전기,비사업용,22398
2022.04,제주,전기,사업용,4533
2022.04,계,전기,비사업용,207283
2022.04,계,전기,사업용,65373
2022.04,서울,휘발유,비사업용,1628457
2022.04,충북,경유,사업용,20746
2022.04,울산,전기,비사업용,2927
2022.04,울산,전기,사업용,1021
2022.04,대전,전기,비사업용,7349
2022.04,충남,경유,사업용,25069
2022.04,전북,경유,비사업용,409358
2022.04,전북,경유,사업용,21318
2022.04,전남,경유,비사업용,468912
2022.04,전남,경유,사업용,79087
2022.04,경북,경유,비사업용,634052
2022.04,경북,경유,사업용,29990
2022.04,경남,경유,비사업용,678045
2022.04,경남,경유,사업용,58090
2022.04,제주,경유,비사업용,168469
2022.04,대전,전기,사업용,2201
2022.04,제주,경유,사업용,84736
2022.04,계,경유,사업용,776573
2022.04,서울,전기,비사업용,24145
2022.04,서울,전기,사업용,20988
2022.04,부산,전기,비사업용,10882
2022.04,부산,전기,사업용,5177
2022.04,대구,전기,비사업용,14103
2022.04,대구,전기,사업용,3973
2022.04,인천,전기,비사업용,9306
2022.04,인천,전기,사업용,5885
2022.04,광주,전기,비사업용,5061
2022.04,광주,전기,사업용,1172
2022.04,계,경유,비사업용,9074847
2022.04,부산,휘발유,비사업용,676453
2022.05,계,전기,비사업용,217794
2022.05,계,전기,사업용,68464
